,year,month,day,day_of_week,hour,AEP_MW
21083,2007,11,5,0,17,15984.0
21084,2007,11,5,0,18,16820.0
21085,2007,11,5,0,19,17373.0
21086,2007,11,5,0,20,17156.0
21087,2007,11,5,0,21,16732.0
21088,2007,11,5,0,22,16143.0
21089,2007,11,5,0,23,15177.0
21090,2007,11,6,1,0,14357.0
21091,2007,11,4,6,1,13590.0
21092,2007,11,4,6,3,13269.0
21093,2007,11,4,6,4,13292.0
21094,2007,11,4,6,5,13439.0
21095,2007,11,4,6,6,13824.0
21096,2007,11,4,6,7,14350.0
21097,2007,11,4,6,8,14984.0
21098,2007,11,4,6,9,15416.0
21099,2007,11,4,6,10,15339.0
21100,2007,11,4,6,11,14911.0
21101,2007,11,4,6,12,14431.0
21102,2007,11,4,6,13,14280.0
21103,2007,11,4,6,14,13911.0
21104,2007,11,4,6,15,13759.0
21105,2007,11,4,6,16,13822.0
21106,2007,11,4,6,17,14213.0
21107,2007,11,4,6,18,15110.0
21108,2007,11,4,6,19,15793.0
21109,2007,11,4,6,20,15829.0
21110,2007,11,4,6,21,15766.0
21111,2007,11,4,6,22,15224.0
21112,2007,11,4,6,23,14725.0
21113,2007,11,5,0,0,14231.0
21114,2007,11,3,5,1,14167.0
21115,2007,11,3,5,2,13926.0
21116,2007,11,3,5,3,13771.0
21117,2007,11,3,5,4,13786.0
21118,2007,11,3,5,5,14096.0
21119,2007,11,3,5,6,14469.0
21120,2007,11,3,5,7,15167.0
21121,2007,11,3,5,8,16032.0
21122,2007,11,3,5,9,16614.0
21123,2007,11,3,5,10,16639.0
21124,2007,11,3,5,11,16205.0
21125,2007,11,3,5,12,15574.0
21126,2007,11,3,5,13,15046.0
21127,2007,11,3,5,14,14549.0
21128,2007,11,3,5,15,14291.0
21129,2007,11,3,5,16,14026.0
21130,2007,11,3,5,17,14056.0
21131,2007,11,3,5,18,14178.0
21132,2007,11,3,5,19,14667.0
21133,2007,11,3,5,20,15312.0
21134,2007,11,3,5,21,15337.0
21135,2007,11,3,5,22,15002.0
21136,2007,11,3,5,23,14673.0
21137,2007,11,4,6,0,14059.0
21138,2007,11,2,4,1,14314.0
21139,2007,11,2,4,2,13969.0
21140,2007,11,2,4,3,13874.0
21141,2007,11,2,4,4,14002.0
21142,2007,11,2,4,5,14361.0
21143,2007,11,2,4,6,15301.0
21144,2007,11,2,4,7,17060.0
21145,2007,11,2,4,8,18199.0
21146,2007,11,2,4,9,18013.0
21147,2007,11,2,4,10,17663.0
21148,2007,11,2,4,11,17350.0
21149,2007,11,2,4,12,16731.0
21150,2007,11,2,4,13,16380.0
21151,2007,11,2,4,14,16094.0
21152,2007,11,2,4,15,15662.0
21153,2007,11,2,4,16,15290.0
21154,2007,11,2,4,17,15195.0
21155,2007,11,2,4,18,15179.0
21156,2007,11,2,4,19,15599.0
21157,2007,11,2,4,20,16246.0
21158,2007,11,2,4,21,16138.0
21159,2007,11,2,4,22,15981.0
21160,2007,11,2,4,23,15495.0
21161,2007,11,3,5,0,14703.0
21162,2007,11,1,3,1,13615.0
21163,2007,11,1,3,2,13272.0
21164,2007,11,1,3,3,13047.0
21165,2007,11,1,3,4,12981.0
21166,2007,11,1,3,5,13259.0
21167,2007,11,1,3,6,14054.0
21168,2007,11,1,3,7,15672.0
21169,2007,11,1,3,8,16729.0
21170,2007,11,1,3,9,16604.0
21171,2007,11,1,3,10,16428.0
21172,2007,11,1,3,11,16381.0
21173,2007,11,1,3,12,16170.0
21174,2007,11,1,3,13,16062.0
21175,2007,11,1,3,14,15983.0
21176,2007,11,1,3,15,15815.0
21177,2007,11,1,3,16,15517.0
21178,2007,11,1,3,17,15452.0
21179,2007,11,1,3,18,15582.0
21180,2007,11,1,3,19,16145.0
21181,2007,11,1,3,20,16949.0
21182,2007,11,1,3,21,16939.0
21183,2007,11,1,3,22,16527.0
21184,2007,11,1,3,23,15749.0
21185,2007,11,2,4,0,14969.0
21186,2007,10,31,2,1,14290.0
21187,2007,10,31,2,2,14011.0
21188,2007,10,31,2,3,13875.0
21189,2007,10,31,2,4,13949.0
21190,2007,10,31,2,5,14407.0
21191,2007,10,31,2,6,15351.0
21192,2007,10,31,2,7,17099.0
21193,2007,10,31,2,8,18248.0
21194,2007,10,31,2,9,17980.0
21195,2007,10,31,2,10,17564.0
21196,2007,10,31,2,11,17129.0
21197,2007,10,31,2,12,16610.0
21198,2007,10,31,2,13,16377.0
21199,2007,10,31,2,14,16145.0
21200,2007,10,31,2,15,15952.0
21201,2007,10,31,2,16,15695.0
21202,2007,10,31,2,17,15627.0
21203,2007,10,31,2,18,15519.0
21204,2007,10,31,2,19,15766.0
21205,2007,10,31,2,20,16246.0
21206,2007,10,31,2,21,16313.0
21207,2007,10,31,2,22,16097.0
21208,2007,10,31,2,23,15173.0
21209,2007,11,1,3,0,14327.0
21210,2007,10,30,1,1,14611.0
21211,2007,10,30,1,2,14269.0
21212,2007,10,30,1,3,14167.0
21213,2007,10,30,1,4,14270.0
21214,2007,10,30,1,5,14707.0
21215,2007,10,30,1,6,15595.0
21216,2007,10,30,1,7,17346.0
21217,2007,10,30,1,8,18427.0
21218,2007,10,30,1,9,18303.0
21219,2007,10,30,1,10,17841.0
21220,2007,10,30,1,11,17383.0
21221,2007,10,30,1,12,16856.0
21222,2007,10,30,1,13,16440.0
21223,2007,10,30,1,14,16253.0
21224,2007,10,30,1,15,15873.0
21225,2007,10,30,1,16,15575.0
21226,2007,10,30,1,17,15482.0
21227,2007,10,30,1,18,15541.0
21228,2007,10,30,1,19,15884.0
21229,2007,10,30,1,20,16605.0
21230,2007,10,30,1,21,16692.0
21231,2007,10,30,1,22,16316.0
21232,2007,10,30,1,23,15617.0
21233,2007,10,31,2,0,14737.0
21234,2007,10,29,0,1,13506.0
21235,2007,10,29,0,2,13346.0
21236,2007,10,29,0,3,13341.0
21237,2007,10,29,0,4,13519.0
21238,2007,10,29,0,5,13986.0
21239,2007,10,29,0,6,15093.0
21240,2007,10,29,0,7,16947.0
21241,2007,10,29,0,8,18284.0
21242,2007,10,29,0,9,18185.0
21243,2007,10,29,0,10,17901.0
21244,2007,10,29,0,11,17564.0
21245,2007,10,29,0,12,16951.0
21246,2007,10,29,0,13,16602.0
21247,2007,10,29,0,14,16200.0
21248,2007,10,29,0,15,15915.0
21249,2007,10,29,0,16,15672.0
21250,2007,10,29,0,17,15625.0
21251,2007,10,29,0,18,15590.0
21252,2007,10,29,0,19,16205.0
21253,2007,10,29,0,20,17099.0
21254,2007,10,29,0,21,17112.0
21255,2007,10,29,0,22,16740.0
21256,2007,10,29,0,23,16034.0
21257,2007,10,30,1,0,15208.0
21258,2007,10,28,6,1,12320.0
21259,2007,10,28,6,2,11876.0
21260,2007,10,28,6,3,11742.0
21261,2007,10,28,6,4,11656.0
21262,2007,10,28,6,5,11727.0
21263,2007,10,28,6,6,11825.0
21264,2007,10,28,6,7,12228.0
21265,2007,10,28,6,8,12881.0
21266,2007,10,28,6,9,13431.0
21267,2007,10,28,6,10,13788.0
21268,2007,10,28,6,11,13726.0
21269,2007,10,28,6,12,13694.0
21270,2007,10,28,6,13,13749.0
21271,2007,10,28,6,14,13525.0
21272,2007,10,28,6,15,13379.0
21273,2007,10,28,6,16,13175.0
21274,2007,10,28,6,17,13202.0
21275,2007,10,28,6,18,13402.0
21276,2007,10,28,6,19,14006.0
21277,2007,10,28,6,20,15074.0
21278,2007,10,28,6,21,15225.0
21279,2007,10,28,6,22,14990.0
21280,2007,10,28,6,23,14402.0
21281,2007,10,29,0,0,13888.0
21282,2007,10,27,5,1,12693.0
21283,2007,10,27,5,2,12109.0
21284,2007,10,27,5,3,11880.0
21285,2007,10,27,5,4,11774.0
21286,2007,10,27,5,5,11722.0
21287,2007,10,27,5,6,12145.0
21288,2007,10,27,5,7,12700.0
21289,2007,10,27,5,8,13343.0
21290,2007,10,27,5,9,13913.0
21291,2007,10,27,5,10,14441.0
21292,2007,10,27,5,11,14630.0
21293,2007,10,27,5,12,14581.0
21294,2007,10,27,5,13,14461.0
21295,2007,10,27,5,14,14309.0
21296,2007,10,27,5,15,14198.0
21297,2007,10,27,5,16,14113.0
21298,2007,10,27,5,17,14068.0
21299,2007,10,27,5,18,14230.0
21300,2007,10,27,5,19,14549.0
21301,2007,10,27,5,20,14792.0
21302,2007,10,27,5,21,14550.0
21303,2007,10,27,5,22,14173.0
21304,2007,10,27,5,23,13669.0
21305,2007,10,28,6,0,12887.0
21306,2007,10,26,4,1,13399.0
21307,2007,10,26,4,2,12862.0
21308,2007,10,26,4,3,12535.0
21309,2007,10,26,4,4,12413.0
21310,2007,10,26,4,5,12604.0
21311,2007,10,26,4,6,13410.0
21312,2007,10,26,4,7,14857.0
21313,2007,10,26,4,8,15891.0
21314,2007,10,26,4,9,15951.0
21315,2007,10,26,4,10,16054.0
21316,2007,10,26,4,11,16238.0
21317,2007,10,26,4,12,16264.0
21318,2007,10,26,4,13,16144.0
21319,2007,10,26,4,14,16122.0
21320,2007,10,26,4,15,15967.0
21321,2007,10,26,4,16,15513.0
21322,2007,10,26,4,17,15378.0
21323,2007,10,26,4,18,15362.0
21324,2007,10,26,4,19,15602.0
21325,2007,10,26,4,20,15945.0
21326,2007,10,26,4,21,15610.0
21327,2007,10,26,4,22,15188.0
21328,2007,10,26,4,23,14462.0
21329,2007,10,27,5,0,13512.0
21330,2007,10,25,3,1,13635.0
21331,2007,10,25,3,2,13254.0
21332,2007,10,25,3,3,12874.0
21333,2007,10,25,3,4,12807.0
21334,2007,10,25,3,5,12909.0
21335,2007,10,25,3,6,13836.0
21336,2007,10,25,3,7,15444.0
21337,2007,10,25,3,8,16425.0
21338,2007,10,25,3,9,16348.0
21339,2007,10,25,3,10,16340.0
21340,2007,10,25,3,11,16394.0
21341,2007,10,25,3,12,16297.0
21342,2007,10,25,3,13,16354.0
21343,2007,10,25,3,14,16350.0
21344,2007,10,25,3,15,16089.0
21345,2007,10,25,3,16,15994.0
21346,2007,10,25,3,17,15955.0
21347,2007,10,25,3,18,15778.0
21348,2007,10,25,3,19,16193.0
21349,2007,10,25,3,20,16845.0
21350,2007,10,25,3,21,16555.0
21351,2007,10,25,3,22,16132.0
21352,2007,10,25,3,23,15172.0
21353,2007,10,26,4,0,14188.0
21354,2007,10,24,2,1,13510.0
21355,2007,10,24,2,2,13135.0
21356,2007,10,24,2,3,12723.0
21357,2007,10,24,2,4,12570.0
21358,2007,10,24,2,5,12751.0
21359,2007,10,24,2,6,13537.0
21360,2007,10,24,2,7,15153.0
21361,2007,10,24,2,8,16259.0
21362,2007,10,24,2,9,16207.0
21363,2007,10,24,2,10,16335.0
21364,2007,10,24,2,11,16539.0
21365,2007,10,24,2,12,16469.0
21366,2007,10,24,2,13,16443.0
21367,2007,10,24,2,14,16378.0
21368,2007,10,24,2,15,16261.0
21369,2007,10,24,2,16,16134.0
21370,2007,10,24,2,17,16141.0
21371,2007,10,24,2,18,16179.0
21372,2007,10,24,2,19,16548.0
21373,2007,10,24,2,20,17137.0
21374,2007,10,24,2,21,16844.0
21375,2007,10,24,2,22,16401.0
21376,2007,10,24,2,23,15292.0
21377,2007,10,25,3,0,14387.0
21378,2007,10,23,1,1,13468.0
21379,2007,10,23,1,2,12904.0
21380,2007,10,23,1,3,12719.0
21381,2007,10,23,1,4,12642.0
21382,2007,10,23,1,5,12843.0
21383,2007,10,23,1,6,13650.0
21384,2007,10,23,1,7,15290.0
21385,2007,10,23,1,8,16376.0
21386,2007,10,23,1,9,16449.0
21387,2007,10,23,1,10,16535.0
21388,2007,10,23,1,11,16646.0
21389,2007,10,23,1,12,16654.0
21390,2007,10,23,1,13,16490.0
21391,2007,10,23,1,14,16504.0
21392,2007,10,23,1,15,16328.0
21393,2007,10,23,1,16,16276.0
21394,2007,10,23,1,17,16348.0
21395,2007,10,23,1,18,16469.0
21396,2007,10,23,1,19,16791.0
21397,2007,10,23,1,20,17115.0
21398,2007,10,23,1,21,17003.0
21399,2007,10,23,1,22,16368.0
21400,2007,10,23,1,23,15412.0
21401,2007,10,24,2,0,14312.0
21402,2007,10,22,0,1,12420.0
21403,2007,10,22,0,2,12037.0
21404,2007,10,22,0,3,11848.0
21405,2007,10,22,0,4,11963.0
21406,2007,10,22,0,5,12224.0
21407,2007,10,22,0,6,13165.0
21408,2007,10,22,0,7,14839.0
21409,2007,10,22,0,8,16007.0
21410,2007,10,22,0,9,15974.0
21411,2007,10,22,0,10,16199.0
21412,2007,10,22,0,11,16394.0
21413,2007,10,22,0,12,16425.0
21414,2007,10,22,0,13,16580.0
21415,2007,10,22,0,14,16536.0
21416,2007,10,22,0,15,16463.0
21417,2007,10,22,0,16,16268.0
21418,2007,10,22,0,17,16256.0
21419,2007,10,22,0,18,16292.0
21420,2007,10,22,0,19,16750.0
21421,2007,10,22,0,20,17315.0
21422,2007,10,22,0,21,17023.0
21423,2007,10,22,0,22,16240.0
21424,2007,10,22,0,23,15315.0
21425,2007,10,23,1,0,14191.0
21426,2007,10,21,6,1,12086.0
21427,2007,10,21,6,2,11652.0
21428,2007,10,21,6,3,11429.0
21429,2007,10,21,6,4,11269.0
21430,2007,10,21,6,5,11207.0
21431,2007,10,21,6,6,11438.0
21432,2007,10,21,6,7,11894.0
21433,2007,10,21,6,8,12595.0
21434,2007,10,21,6,9,13081.0
21435,2007,10,21,6,10,13418.0
21436,2007,10,21,6,11,13394.0
21437,2007,10,21,6,12,13515.0
21438,2007,10,21,6,13,13675.0
21439,2007,10,21,6,14,13766.0
21440,2007,10,21,6,15,13823.0
21441,2007,10,21,6,16,13929.0
21442,2007,10,21,6,17,14097.0
21443,2007,10,21,6,18,14112.0
21444,2007,10,21,6,19,14361.0
21445,2007,10,21,6,20,15207.0
21446,2007,10,21,6,21,15063.0
21447,2007,10,21,6,22,14548.0
21448,2007,10,21,6,23,13778.0
21449,2007,10,22,0,0,13090.0
21450,2007,10,20,5,1,12510.0
21451,2007,10,20,5,2,12030.0
21452,2007,10,20,5,3,11785.0
21453,2007,10,20,5,4,11604.0
21454,2007,10,20,5,5,11694.0
21455,2007,10,20,5,6,11920.0
21456,2007,10,20,5,7,12406.0
21457,2007,10,20,5,8,13077.0
21458,2007,10,20,5,9,13563.0
21459,2007,10,20,5,10,14002.0
21460,2007,10,20,5,11,14304.0
21461,2007,10,20,5,12,14373.0
21462,2007,10,20,5,13,14237.0
21463,2007,10,20,5,14,14093.0
21464,2007,10,20,5,15,14063.0
21465,2007,10,20,5,16,13982.0
21466,2007,10,20,5,17,13867.0
21467,2007,10,20,5,18,13869.0
21468,2007,10,20,5,19,13974.0
21469,2007,10,20,5,20,14524.0
21470,2007,10,20,5,21,14387.0
21471,2007,10,20,5,22,13931.0
21472,2007,10,20,5,23,13410.0
21473,2007,10,21,6,0,12744.0
21474,2007,10,19,4,1,13865.0
21475,2007,10,19,4,2,13425.0
21476,2007,10,19,4,3,13054.0
21477,2007,10,19,4,4,12808.0
21478,2007,10,19,4,5,12829.0
21479,2007,10,19,4,6,13529.0
21480,2007,10,19,4,7,14880.0
21481,2007,10,19,4,8,15910.0
21482,2007,10,19,4,9,16072.0
21483,2007,10,19,4,10,16309.0
21484,2007,10,19,4,11,16583.0
21485,2007,10,19,4,12,16564.0
21486,2007,10,19,4,13,16608.0
21487,2007,10,19,4,14,16473.0
21488,2007,10,19,4,15,16355.0
21489,2007,10,19,4,16,15960.0
21490,2007,10,19,4,17,15934.0
21491,2007,10,19,4,18,15759.0
21492,2007,10,19,4,19,15637.0
21493,2007,10,19,4,20,15910.0
21494,2007,10,19,4,21,15651.0
21495,2007,10,19,4,22,15303.0
21496,2007,10,19,4,23,14502.0
21497,2007,10,20,5,0,13413.0
21498,2007,10,18,3,1,13364.0
21499,2007,10,18,3,2,12874.0
21500,2007,10,18,3,3,12634.0
21501,2007,10,18,3,4,12467.0
21502,2007,10,18,3,5,12777.0
21503,2007,10,18,3,6,13591.0
21504,2007,10,18,3,7,15164.0
21505,2007,10,18,3,8,16259.0
21506,2007,10,18,3,9,16456.0
21507,2007,10,18,3,10,16435.0
21508,2007,10,18,3,11,16725.0
21509,2007,10,18,3,12,16707.0
21510,2007,10,18,3,13,16803.0
21511,2007,10,18,3,14,16997.0
21512,2007,10,18,3,15,17081.0
21513,2007,10,18,3,16,17001.0
21514,2007,10,18,3,17,17109.0
21515,2007,10,18,3,18,16900.0
21516,2007,10,18,3,19,17009.0
21517,2007,10,18,3,20,17707.0
21518,2007,10,18,3,21,17535.0
21519,2007,10,18,3,22,16887.0
21520,2007,10,18,3,23,15987.0
21521,2007,10,19,4,0,14766.0
21522,2007,10,17,2,1,13040.0
21523,2007,10,17,2,2,12654.0
21524,2007,10,17,2,3,12417.0
21525,2007,10,17,2,4,12352.0
21526,2007,10,17,2,5,12516.0
21527,2007,10,17,2,6,13249.0
21528,2007,10,17,2,7,14842.0
21529,2007,10,17,2,8,15711.0
21530,2007,10,17,2,9,15706.0
21531,2007,10,17,2,10,15809.0
21532,2007,10,17,2,11,16022.0
21533,2007,10,17,2,12,16190.0
21534,2007,10,17,2,13,16150.0
21535,2007,10,17,2,14,16296.0
21536,2007,10,17,2,15,16373.0
21537,2007,10,17,2,16,16288.0
21538,2007,10,17,2,17,16398.0
21539,2007,10,17,2,18,16302.0
21540,2007,10,17,2,19,16349.0
21541,2007,10,17,2,20,17063.0
21542,2007,10,17,2,21,16983.0
21543,2007,10,17,2,22,16324.0
21544,2007,10,17,2,23,15380.0
21545,2007,10,18,3,0,14206.0
21546,2007,10,16,1,1,13230.0
21547,2007,10,16,1,2,12712.0
21548,2007,10,16,1,3,12363.0
21549,2007,10,16,1,4,12268.0
21550,2007,10,16,1,5,12486.0
21551,2007,10,16,1,6,13359.0
21552,2007,10,16,1,7,15094.0
21553,2007,10,16,1,8,16143.0
21554,2007,10,16,1,9,16103.0
21555,2007,10,16,1,10,16183.0
21556,2007,10,16,1,11,16401.0
21557,2007,10,16,1,12,16287.0
21558,2007,10,16,1,13,16424.0
21559,2007,10,16,1,14,16477.0
21560,2007,10,16,1,15,16404.0
21561,2007,10,16,1,16,16208.0
21562,2007,10,16,1,17,16099.0
21563,2007,10,16,1,18,16033.0
21564,2007,10,16,1,19,16161.0
21565,2007,10,16,1,20,16752.0
21566,2007,10,16,1,21,16729.0
21567,2007,10,16,1,22,15972.0
21568,2007,10,16,1,23,14961.0
21569,2007,10,17,2,0,13902.0
21570,2007,10,15,0,1,12269.0
21571,2007,10,15,0,2,11973.0
21572,2007,10,15,0,3,12034.0
21573,2007,10,15,0,4,12018.0
21574,2007,10,15,0,5,12331.0
21575,2007,10,15,0,6,13257.0
21576,2007,10,15,0,7,15008.0
21577,2007,10,15,0,8,15936.0
21578,2007,10,15,0,9,15834.0
21579,2007,10,15,0,10,15902.0
21580,2007,10,15,0,11,16109.0
21581,2007,10,15,0,12,16070.0
21582,2007,10,15,0,13,16280.0
21583,2007,10,15,0,14,16427.0
21584,2007,10,15,0,15,16407.0
21585,2007,10,15,0,16,16184.0
21586,2007,10,15,0,17,16248.0
21587,2007,10,15,0,18,16103.0
21588,2007,10,15,0,19,16147.0
21589,2007,10,15,0,20,16999.0
21590,2007,10,15,0,21,16778.0
21591,2007,10,15,0,22,16051.0
21592,2007,10,15,0,23,14866.0
21593,2007,10,16,1,0,13903.0
21594,2007,10,14,6,1,12037.0
21595,2007,10,14,6,2,11787.0
21596,2007,10,14,6,3,11659.0
21597,2007,10,14,6,4,11499.0
21598,2007,10,14,6,5,11642.0
21599,2007,10,14,6,6,11880.0
21600,2007,10,14,6,7,12302.0
21601,2007,10,14,6,8,12759.0
21602,2007,10,14,6,9,13284.0
21603,2007,10,14,6,10,13601.0
21604,2007,10,14,6,11,13480.0
21605,2007,10,14,6,12,13380.0
21606,2007,10,14,6,13,13376.0
21607,2007,10,14,6,14,13271.0
21608,2007,10,14,6,15,13195.0
21609,2007,10,14,6,16,13303.0
21610,2007,10,14,6,17,13405.0
21611,2007,10,14,6,18,13642.0
21612,2007,10,14,6,19,13950.0
21613,2007,10,14,6,20,14748.0
21614,2007,10,14,6,21,14809.0
21615,2007,10,14,6,22,14238.0
21616,2007,10,14,6,23,13542.0
21617,2007,10,15,0,0,12782.0
21618,2007,10,13,5,1,12955.0
21619,2007,10,13,5,2,12492.0
21620,2007,10,13,5,3,12414.0
21621,2007,10,13,5,4,12447.0
21622,2007,10,13,5,5,12540.0
21623,2007,10,13,5,6,12917.0
21624,2007,10,13,5,7,13464.0
21625,2007,10,13,5,8,14141.0
21626,2007,10,13,5,9,14664.0
21627,2007,10,13,5,10,14810.0
21628,2007,10,13,5,11,14629.0
21629,2007,10,13,5,12,14315.0
21630,2007,10,13,5,13,13981.0
21631,2007,10,13,5,14,13788.0
21632,2007,10,13,5,15,13604.0
21633,2007,10,13,5,16,13418.0
21634,2007,10,13,5,17,13442.0
21635,2007,10,13,5,18,13459.0
21636,2007,10,13,5,19,13520.0
21637,2007,10,13,5,20,14204.0
21638,2007,10,13,5,21,14217.0
21639,2007,10,13,5,22,13876.0
21640,2007,10,13,5,23,13320.0
21641,2007,10,14,6,0,12678.0
21642,2007,10,12,4,1,13238.0
21643,2007,10,12,4,2,12942.0
21644,2007,10,12,4,3,12741.0
21645,2007,10,12,4,4,12616.0
21646,2007,10,12,4,5,12747.0
21647,2007,10,12,4,6,13535.0
21648,2007,10,12,4,7,15032.0
21649,2007,10,12,4,8,16040.0
21650,2007,10,12,4,9,15925.0
21651,2007,10,12,4,10,15962.0
21652,2007,10,12,4,11,16009.0
21653,2007,10,12,4,12,15936.0
21654,2007,10,12,4,13,15806.0
21655,2007,10,12,4,14,15665.0
21656,2007,10,12,4,15,15564.0
21657,2007,10,12,4,16,15269.0
21658,2007,10,12,4,17,15242.0
21659,2007,10,12,4,18,14991.0
21660,2007,10,12,4,19,15214.0
21661,2007,10,12,4,20,15694.0
21662,2007,10,12,4,21,15559.0
21663,2007,10,12,4,22,15372.0
21664,2007,10,12,4,23,14666.0
21665,2007,10,13,5,0,13781.0
21666,2007,10,11,3,1,13137.0
21667,2007,10,11,3,2,12652.0
21668,2007,10,11,3,3,12432.0
21669,2007,10,11,3,4,12342.0
21670,2007,10,11,3,5,12569.0
21671,2007,10,11,3,6,13335.0
21672,2007,10,11,3,7,14780.0
21673,2007,10,11,3,8,15879.0
21674,2007,10,11,3,9,15854.0
21675,2007,10,11,3,10,15949.0
21676,2007,10,11,3,11,16034.0
21677,2007,10,11,3,12,16009.0
21678,2007,10,11,3,13,15966.0
21679,2007,10,11,3,14,15893.0
21680,2007,10,11,3,15,15770.0
21681,2007,10,11,3,16,15540.0
21682,2007,10,11,3,17,15594.0
21683,2007,10,11,3,18,15661.0
21684,2007,10,11,3,19,15954.0
21685,2007,10,11,3,20,16686.0
21686,2007,10,11,3,21,16617.0
21687,2007,10,11,3,22,16000.0
21688,2007,10,11,3,23,14945.0
21689,2007,10,12,4,0,13944.0
21690,2007,10,10,2,1,13447.0
21691,2007,10,10,2,2,12934.0
21692,2007,10,10,2,3,12631.0
21693,2007,10,10,2,4,12967.0
21694,2007,10,10,2,5,12573.0
21695,2007,10,10,2,6,13249.0
21696,2007,10,10,2,7,14693.0
21697,2007,10,10,2,8,15437.0
21698,2007,10,10,2,9,15508.0
21699,2007,10,10,2,10,15551.0
21700,2007,10,10,2,11,16030.0
21701,2007,10,10,2,12,16136.0
21702,2007,10,10,2,13,16342.0
21703,2007,10,10,2,14,16340.0
21704,2007,10,10,2,15,16149.0
21705,2007,10,10,2,16,16173.0
21706,2007,10,10,2,17,16161.0
21707,2007,10,10,2,18,16051.0
21708,2007,10,10,2,19,16155.0
21709,2007,10,10,2,20,16636.0
21710,2007,10,10,2,21,16586.0
21711,2007,10,10,2,22,15993.0
21712,2007,10,10,2,23,14924.0
21713,2007,10,11,3,0,13909.0
21714,2007,10,9,1,1,14896.0
21715,2007,10,9,1,2,14128.0
21716,2007,10,9,1,3,13706.0
21717,2007,10,9,1,4,13502.0
21718,2007,10,9,1,5,13456.0
21719,2007,10,9,1,6,14133.0
21720,2007,10,9,1,7,15669.0
21721,2007,10,9,1,8,16526.0
21722,2007,10,9,1,9,16507.0
21723,2007,10,9,1,10,16928.0
21724,2007,10,9,1,11,17513.0
21725,2007,10,9,1,12,17862.0
21726,2007,10,9,1,13,18185.0
21727,2007,10,9,1,14,18567.0
21728,2007,10,9,1,15,18623.0
21729,2007,10,9,1,16,18468.0
21730,2007,10,9,1,17,18396.0
21731,2007,10,9,1,18,18111.0
21732,2007,10,9,1,19,17719.0
21733,2007,10,9,1,20,18005.0
21734,2007,10,9,1,21,17844.0
21735,2007,10,9,1,22,16838.0
21736,2007,10,9,1,23,15630.0
21737,2007,10,10,2,0,14288.0
21738,2007,10,8,0,1,14489.0
21739,2007,10,8,0,2,13840.0
21740,2007,10,8,0,3,13469.0
21741,2007,10,8,0,4,13151.0
21742,2007,10,8,0,5,13381.0
21743,2007,10,8,0,6,14031.0
21744,2007,10,8,0,7,15533.0
21745,2007,10,8,0,8,16563.0
21746,2007,10,8,0,9,16740.0
21747,2007,10,8,0,10,17606.0
21748,2007,10,8,0,11,18487.0
21749,2007,10,8,0,12,19399.0
21750,2007,10,8,0,13,20362.0
21751,2007,10,8,0,14,21278.0
21752,2007,10,8,0,15,21637.0
21753,2007,10,8,0,16,21816.0
21754,2007,10,8,0,17,21786.0
21755,2007,10,8,0,18,21501.0
21756,2007,10,8,0,19,21097.0
21757,2007,10,8,0,20,21166.0
21758,2007,10,8,0,21,20745.0
21759,2007,10,8,0,22,19442.0
21760,2007,10,8,0,23,17610.0
21761,2007,10,9,1,0,16074.0
21762,2007,10,7,6,1,13855.0
21763,2007,10,7,6,2,13184.0
21764,2007,10,7,6,3,12651.0
21765,2007,10,7,6,4,12384.0
21766,2007,10,7,6,5,12168.0
21767,2007,10,7,6,6,12263.0
21768,2007,10,7,6,7,12420.0
21769,2007,10,7,6,8,12815.0
21770,2007,10,7,6,9,13419.0
21771,2007,10,7,6,10,14407.0
21772,2007,10,7,6,11,15319.0
21773,2007,10,7,6,12,16463.0
21774,2007,10,7,6,13,17534.0
21775,2007,10,7,6,14,18260.0
21776,2007,10,7,6,15,18790.0
21777,2007,10,7,6,16,19292.0
21778,2007,10,7,6,17,19443.0
21779,2007,10,7,6,18,19712.0
21780,2007,10,7,6,19,19340.0
21781,2007,10,7,6,20,19357.0
21782,2007,10,7,6,21,19022.0
21783,2007,10,7,6,22,18029.0
21784,2007,10,7,6,23,16726.0
21785,2007,10,8,0,0,15366.0
21786,2007,10,6,5,1,14522.0
21787,2007,10,6,5,2,13607.0
21788,2007,10,6,5,3,13216.0
21789,2007,10,6,5,4,12906.0
21790,2007,10,6,5,5,12830.0
21791,2007,10,6,5,6,12954.0
21792,2007,10,6,5,7,13381.0
21793,2007,10,6,5,8,14003.0
21794,2007,10,6,5,9,14544.0
21795,2007,10,6,5,10,15578.0
21796,2007,10,6,5,11,16462.0
21797,2007,10,6,5,12,17265.0
21798,2007,10,6,5,13,17958.0
21799,2007,10,6,5,14,18654.0
21800,2007,10,6,5,15,18990.0
21801,2007,10,6,5,16,19406.0
21802,2007,10,6,5,17,19657.0
21803,2007,10,6,5,18,19429.0
21804,2007,10,6,5,19,18947.0
21805,2007,10,6,5,20,18785.0
21806,2007,10,6,5,21,18304.0
21807,2007,10,6,5,22,17407.0
21808,2007,10,6,5,23,16259.0
21809,2007,10,7,6,0,14981.0
21810,2007,10,5,4,1,14773.0
21811,2007,10,5,4,2,14117.0
21812,2007,10,5,4,3,13635.0
21813,2007,10,5,4,4,13334.0
21814,2007,10,5,4,5,13521.0
21815,2007,10,5,4,6,14030.0
21816,2007,10,5,4,7,15669.0
21817,2007,10,5,4,8,16746.0
